UNITID,EFYTOTLT2011,EFYTOTLT2010
154013,291,3009
154022,157752,3009
154022,143673,986
154022,14079,986
154059,4994,2868
154059,4994,1314
154095,16210,1554
154095,13018,1948
154095,3192,1726
154101,1282,222
154101,1282,117643
154110,7490,107821
154110,7490,9822
154129,2476,5201
154129,2476,5201
154156,1955,16578
154156,1955,13191
154165,107,3387
154165,107,1256
154174,2745,1256
154174,77,7741
154174,2668,7741
154208,118,2486
154208,118,2486
154235,3954,1874
154235,3000,1874
154235,954,97
154262,212,97
154262,212,2489
154332,110,85
154332,110,2404
154341,172,214
154341,172,214
154350,2290,4042
154350,2209,3063
154350,81,979
154378,5004,219
154378,5004,219
154396,2335,114
154396,2335,114
154448,289,173
154448,289,173
154457,87,2318
154457,87,2283
154466,92,35
154466,92,5230
154493,8638,5230
154493,7738,2211
154493,900,2211
154518,1047,303
154518,1047,303
154527,1862,77
154527,1862,77
154536,171,95
154536,171,95
154545,79,9673
154545,79,8750
154572,8802,923
154572,8802,609
154590,2298,609
154590,1999,1888
154590,299,1888
154642,4888,194
154642,4888,194
154651,64,81
154651,64,81
154688,5029,8196
154688,2814,8196
154688,2215,2163
154697,13683,1795
154697,13683,368
154712,2256,101
154712,2180,101
154712,76,5193
154721,636,5193
154721,636,73
154749,544,73
154749,544,5266
154767,1124,2762
154767,1124,2504
154776,1006,13950
154776,1006,13950
154794,291,2171
154794,291,2074
154800,14403,97
154800,14403,612
154837,137,612
154837,10,497
154837,127,497
154855,560,1155
154855,560,1155
154907,4477,977
154907,4477,977
154925,2887,262
154925,2887,262
154934,2073,13951
154934,2073,13951
154943,327,150
154943,327,150
154952,6548,131
154952,6548,12
154970,194,119
154970,194,470
154998,2798,470
154998,2798,4997
155007,982,4997
155007,982,2906
155025,7771,2906
155025,4498,2192
155025,3273,2192
155052,1054,277
155052,1054,277
155061,14698,6201
155061,12138,6201
155061,2560,149
155070,261,149
155070,261,2677
155089,3847,2677
155089,2808,1019
155089,1039,1019
155098,3408,8063
155098,3408,4776
155104,3172,3287
155104,3172,804
155140,1159,804
155140,1159,13884
155159,116,11373
155159,116,2511
155177,489,208
155177,489,208
155186,5801,3350
155186,5801,2400
155195,9643,950
155195,9643,3407
155201,1802,3407
155201,1802,3268
155210,32597,3268
155210,32597,1218
155283,829,1218
155283,829,107
155292,11017,107
155292,11017,482
155317,32343,482
155317,22369,5711
155317,9974,5711
155335,3957,9571
155335,2823,9571
155335,1134,1946
155353,94,1946
155353,94,31250
155399,26649,31250
155399,21077,977
155399,5572,977
155414,1004,11244
155414,934,11244
155414,70,32128
155423,1303,22645
155423,1303,9483
155441,120,3549
155441,120,2526
155450,3566,1023
155450,3566,50
155487,872,50
155487,872,26588
155496,489,20833
155496,489,5755
155511,791,1038
155511,791,949
155520,2766,89
155520,1702,1101
155520,1064,1101
155566,3836,129
155566,3836,129
155593,1104,3343
155593,1104,3343
155618,445,818
155618,445,818
155627,607,416
155627,596,416
155627,11,721
155636,1371,721
155636,501,2346
155636,870,1699
155681,8900,647
155681,6794,3708
155681,2106,3708
155715,2719,1813
155715,2719,1813
155812,1427,412
155812,979,412
155812,448,581
155830,1083,581
155830,1083,1952
155858,2582,538
155858,2582,1414
155867,118,9121
155867,118,6809
155900,3342,2312
155900,2675,2434
155900,667,2434
155937,780,1521
155937,780,1153
155973,789,368
155973,763,690
155973,26,690
156082,8593,2698
156082,7511,2698
156082,1082,119
156107,3778,119
156107,3778,3463
156125,18656,2776
156125,14787,687
156125,3869,780
156134,2810,780
156134,2810,757
156189,630,735
156189,630,22
156213,1799,8178
156213,1601,7078
156213,198,1100
156222,1896,3951
156222,1896,3951
156231,6175,18412
156231,6175,14429
156277,115,3983
156277,115,2628
156286,3889,2628
156286,2901,630
156286,988,630
156295,1678,1802
156295,1678,1597
156310,845,205
156310,845,1885
156338,7567,1885
156338,7567,5764
156356,810,5764
156356,762,112
156356,48,112
156365,4154,3660
156365,3468,2664
156365,686,996
156392,19628,1608
156392,19628,1608
156408,1261,917
156408,1261,917
156417,198,6985
156417,198,6985
156426,252,839
156426,252,769
156444,26,70
156444,26,3895
156471,1503,3229
156471,1503,666
156541,4209,18672
156541,1777,18672
156541,2432,1226
156620,19299,1226
156620,16311,209
156620,2988,209
156648,11430,252
156648,11430,252
156675,80,28
156675,80,28
156727,1393,1370
156727,1393,1370
156745,2188,3496
156745,1381,1835
156745,807,1661
156754,131,19104
156754,131,16066
156790,6062,3038
156790,6062,10240
156842,376,10240
156842,376,71
156851,3417,71
156851,3417,1202
156860,5511,1202
156860,5511,2255
156903,532,1457
156903,532,798
156921,22004,124
156921,22004,124
156949,26,6035
156949,26,6035
156967,182,296
156967,182,296
157021,4063,3588
157021,4063,3588
157030,102,5240
157030,102,5240
157058,3462,357
157058,3147,357
157058,315,20977
157076,836,20977
157076,836,29
157085,29633,29
157085,21549,211
157085,8084,211
157100,645,5735
157100,588,5735
157100,57,107
157207,86,107
157207,86,3397
157216,2983,3140
157216,2302,257
157216,681,945
157270,1016,945
157270,1016,28815
157289,24366,20802
157289,17897,8013
157289,6469,626
157298,249,583
157298,249,43
157304,6823,89
157304,6823,89
157331,6752,2768
157331,6752,2155
157359,2593,613
157359,2487,1042
157359,106,1042
157377,2149,24224
157377,2023,17671
157377,126,6553
157386,10789,243
157386,8530,243
157386,2259,6573
157395,45,6573
157395,45,6467
157401,12158,6467
157401,9441,2358
157401,2717,2287
157438,6743,71
157438,6743,1987
157447,18347,1908
157447,15530,79
157447,2817,10933
157456,37,8404
157456,37,2529
157465,654,35
157465,654,35
157483,10706,11741
157483,10706,9130
157508,106,2611
157508,106,5558
157535,1452,5558
157535,1148,18122
157535,304,15327
157553,7690,2795
157553,7690,49
157599,4002,49
157599,4002,715
157614,250,715
157614,250,10878
157632,952,10878
157632,952,133
157650,343,133
157650,343,1108
157669,263,804
157669,263,304
157678,298,7054
157678,298,7054
157696,1580,3300
157696,1580,3300
157711,12445,294
157711,12445,294
157739,7142,936
157739,7142,936
157748,4061,382
157748,901,382
157748,3160,292
157757,2596,292
157757,1473,327
157757,1123,327
157766,1804,1304
157766,1804,1304
157793,6849,11436
157793,5648,11436
157793,1201,6717
157809,2263,6717
157809,2065,4090
157809,198,927
157818,1125,3163
157818,1125,2478
157827,132,1355
157827,132,1123
157863,1874,2166
157863,953,2166
157863,921,7973
157951,25273,6885
157951,21007,1088
157951,4266,2235
158088,4719,2040
158088,4719,195
158158,113,1107
158158,113,1107
158246,565,125
158246,565,125
158325,113,1896
158325,113,944
158334,11,952
158334,11,25083
158343,73,20715
158343,73,4368
158352,5978,5413
158352,5978,5413
158431,9510,114
158431,9510,114
158440,173,746
158440,173,746
158477,937,582
158477,808,582
158477,129,117
158538,62,117
158538,62,69
158617,2812,69
158617,2812,72
158644,122,72
158644,122,5610
158662,26924,5610
158662,26924,8387
158723,593,8387
158723,593,206
158769,3026,206
158769,3026,1042
158778,69,923
158778,69,119
158787,138,81
158787,138,81
158802,1383,2793
158802,1383,2793
158884,3446,109
158884,3446,109
159009,5759,23867
159009,5019,23867
159009,740,509
159027,88,509
159027,88,3247
159197,752,3247
159197,752,71
159319,55,71
159319,55,114
159328,186,114
159328,186,1222
159373,3051,1222
159373,1010,2852
159373,2041,2852
159382,3309,5785
159382,3309,5087
159391,32013,698
159391,25435,108
159391,6578,108
159407,4330,462
159407,4330,462
159416,5678,2587
159416,5062,2587
159416,616,1487
159443,6219,1487
159443,6219,56
159513,123,56
159513,123,212
159522,99,212
159522,99,2978
159531,84,987
159531,84,1991
159568,2118,3340
159568,1202,3340
159568,916,31187
159601,47,24757
159601,47,6430
159647,13866,4226
159647,10614,4226
159647,3252,5960
159656,5545,5350
159656,3319,610
159656,2226,6634
159717,10410,6634
159717,8956,113
159717,1454,113
159939,13832,100
159939,10185,100
159939,3647,80
159948,2996,80
159948,1220,2440
159948,1776,1185
159966,8538,1255
159966,7444,47
159966,1094,47
159993,10548,13189
159993,8680,10226
159993,1868,2963
160010,4622,5512
160010,4622,3138
160029,145,2374
160029,145,10358
160038,11688,8717
160038,9962,1641
160038,1726,14544
160065,1609,10666
160065,1181,3878
160065,428,3083
160074,2270,1335
160074,2101,1748
160074,169,8444
160117,55,7374
160117,55,1070
160126,38,10880
160126,38,9052
160135,63,1828
160135,63,5035
160199,98,5035
160199,98,154
160320,694,154
160320,694,11805
160409,77,10109
160409,77,1696
160445,214,2039
160445,214,1573
160472,84,466
160472,84,2511
160481,4314,2363
160481,4314,148
160524,731,57
160524,731,57
160579,3650,27
160579,3650,27
160597,160,68
160597,160,68
160612,18497,89
160612,16443,89
160612,2054,109
160621,8557,109
160621,7052,122
160621,1505,122
160630,3977,205
160630,3279,205
160630,698,71
160649,3993,71
160649,3993,3833
160658,18914,3833
160658,17125,781
160658,1789,781
160667,4706,2878
160667,4706,2878
160755,14037,127
160755,8701,127
160755,5336,18158
160904,3725,16103
160904,2951,2055
160904,774,8864
160913,7532,7378
160913,7532,1486
160940,1775,3847
160940,1775,3194
160959,479,653
160959,403,4307
160959,76,4307
160968,114,18526
160968,3,16688
160968,111,1838
160977,1862,4928
160977,1862,4928
160995,837,803
160995,837,803
161004,1910,13365
161004,1910,7992
161022,270,5373
161022,270,3885
161077,3739,3093
161077,3739,792
161086,2002,7203
161086,2002,7203
161138,3252,2023
161138,3252,2023
161165,3516,435
161165,2811,403
161165,705,32
161192,3746,125
161192,3746,4
161208,69,121
161208,69,1865
161217,6693,1865
161217,6669,774
161217,24,774
161226,2550,1883
161226,2462,1883
161226,88,204
161235,1701,204
161235,1701,26
161244,1414,26
161244,1414,3648
161253,13369,3648
161253,10509,1989
161253,2860,1989
161299,1079,3111
161299,1059,3111
161299,20,3523
161341,2089,2909
161341,2089,614
161457,7469,3539
161457,4312,3539
161457,3157,87
161484,1548,87
161484,1548,6779
161493,645,6748
161493,645,31
161509,370,2454
161509,321,2406
161509,49,48
161518,3724,1928
161518,2167,1928
161518,1557,1652
161527,216,1652
161527,216,13657
161545,9354,10743
161545,9354,2914
161554,12553,945
161554,9574,928
161554,2979,17
161563,1221,1985
161563,973,1985
161563,248,6856
161572,611,4183
161572,611,2673
161581,687,1518
161581,687,1518
161615,84,634
161615,84,634
161651,76,360
161651,76,313
161688,5004,47
161688,5004,3134
161767,25941,2001
161767,25941,1133
161776,790,240
161776,790,240
161800,345,8391
161800,345,8391
161855,124,12715
161855,124,9610
161864,10373,3105
161864,10373,1210
161873,7581,940
161873,3778,270
161873,3803,583
161882,710,583
161882,684,579
161882,26,579
162007,6220,86
162007,4890,86
162007,1330,57
162061,1035,57
162061,425,5082
162061,610,5082
162104,3275,24750
162104,3275,24750
162122,12035,903
162122,12035,903
162168,3956,318
162168,3956,318
162210,1491,131
162210,1285,131
162210,206,11027
162283,4760,11027
162283,4005,7417
162283,755,3554
162335,134,3863
162335,134,686
162371,1076,651
162371,1076,35
162557,9095,6366
162557,9095,4896
162584,6244,1470
162584,5385,1057
162584,859,426
162609,999,631
162609,999,3279
162654,3090,3279
162654,1560,11682
162654,1530,11682
162681,1568,3914
162681,1568,3914
162690,6850,1182
162690,6850,1073
162706,9529,109
162706,9529,4835
162760,2828,3999
162760,1590,836
162760,1238,122
162779,12594,122
162779,12594,762
162830,85,762
162830,85,9263
162928,25376,9263
162928,6585,6132
162928,18791,5241
162982,288,891
162982,288,1095
163028,2200,1095
163028,2200,3154
163046,6748,1549
163046,3906,1605
163046,2842,1587
163107,44,1587
163107,44,6523
163204,59200,6523
163204,39062,9023
163204,20138,9023
163259,7025,2903
163259,922,1568
163259,6103,1335
163268,14756,12851
163268,11382,12851
163268,3374,81
163286,43316,81
163286,31252,25080
163286,12064,6579
163295,2639,18501
163295,2400,160
163295,239,160
163338,5090,2620
163338,4372,2620
163338,718,6686
163347,1840,3843
163347,1840,2843
163408,256,54
163408,256,54
163426,37390,55844
163426,37390,37400
163453,8761,18444
163453,7364,7037
163453,1397,988
163462,2376,6049
163462,1754,14424
163462,622,10993
163532,710,3431
163532,433,42957
163532,277,30919
163541,733,12038
163541,733,2632
163578,3815,2405
163578,1512,227
163578,2303,5067
163657,21141,4422
163657,21141,645
163736,1418,1142
163736,1418,1142
163754,141,273
163754,141,273
163815,130,37510
163815,130,37510
163842,277,8244
163842,6,7002
163842,271,1242
163851,9383,2353
163851,8487,1730
163851,896,623
163912,2113,580
163912,2076,371
163912,37,209
163921,2022,774
163921,1934,774
163921,88,4003
163976,589,1555
163976,476,2448
163976,113,20610
164058,1090,20610
164058,1090,1812
164076,25648,1812
164076,19934,149
164076,5714,149
164085,617,166
164085,617,166
164100,137,315
164100,137,6
164155,5885,309
164155,5885,9220
164173,4519,8340
164173,4016,880
164173,503,2134
164207,678,2090
164207,358,44
164207,320,1887
164216,1549,1779
164216,1477,108
164216,72,598
164243,250,474
164243,250,124
164270,4784,1211
164270,2015,1211
164270,2769,25197
164313,5539,19674
164313,5539,5523
164438,1212,607
164438,1062,607
164438,150,153
164447,4309,153
164447,1910,5798
164447,2399,5798
164465,1905,4084
164465,1905,3727
164474,366,357
164474,366,763
164492,1767,402
164492,1194,361
164492,573,1435
164535,42,1364
164535,42,71
164562,3078,261
164562,2452,261
164562,626,4883
164580,3959,2025
164580,2000,2858
164580,1959,5645
164599,102,5645
164599,102,882
164614,141,792
164614,141,90
164632,2561,4094
164632,1693,1855
164632,868,2239
164641,1481,1849
164641,1481,1849
164678,436,345
164678,436,345
164720,2081,1827
164720,2081,1263
164739,6092,564
164739,4367,42
164739,1725,42
164748,4670,3060
164748,4670,2433
164775,3497,627
164775,3497,733
164845,452,672
164845,452,61
164872,1721,3843
164872,1166,1907
164872,555,1936
164915,180,95
164915,180,95
164924,16674,159
164924,10407,159
164924,6267,2333
164933,713,1603
164933,516,730
164933,197,1405
164988,40968,1405
164988,23544,355
164988,17424,355
165015,6271,2016
165015,3608,2016
165015,2663,5937
165024,13561,4395
165024,10592,1542
165024,2969,4892
165033,12123,4892
165033,12123,3372
165060,351,3372
165060,351,495
165112,17853,495
165112,17853,1849
165167,6008,1260
165167,1752,589
165167,4256,178
165194,6530,178
165194,6530,15857
165255,343,10398
165255,343,5459
165264,826,713
165264,826,513
165334,3869,200
165334,2498,39934
165334,1371,22955
165495,18,16979
165495,18,6203
165529,3458,3582
165529,3053,2621
165529,405,13318
165556,1221,10168
165556,1221,3150
165574,1643,12156
165574,1643,12156
165608,86,329
165608,86,329
165635,338,16545
165635,338,16545
165644,1257,24
165644,1022,24
165644,235,6890
165662,4804,1925
165662,3857,4965
165662,947,6668
165671,2920,6668
165671,2519,245
165671,401,245
165699,8003,761
165699,2662,761
165699,5341,3850
165705,104,2508
165705,104,1342
165750,175,19
165750,175,19
165802,2716,3923
165802,2716,3429
165820,11784,494
165820,4965,1436
165820,6819,1436
165866,10410,1561
165866,4978,1561
165866,5432,84
165884,773,84
165884,773,277
165936,2095,277
165936,1604,1294
165936,491,1018
165945,2417,276
165945,2417,4631
165981,3309,3749
165981,3309,882
166009,161,2933
166009,161,2507
166018,1600,426
166018,1600,132
166027,34342,132
166027,14148,7713
166027,20194,2474
166045,301,5239
166045,12,101
166045,289,101
166054,243,166
166054,84,166
166054,159,1992
166063,75,1992
166063,75,11855
166124,2991,4919
166124,2991,6936
166133,9741,10487
166133,9741,4876
166276,567,5611
166276,567,678
166294,109,678
166294,109,2027
166319,103,1679
166319,103,348
166328,66,2529
166328,66,2529
166391,1943,3391
166391,1677,3391
166391,266,180
166407,358,180
166407,358,1523
166452,8566,1523
166452,2329,34412
166452,6237,14317
166489,262,20095
166489,51,265
166489,211,10
166498,137,255
166498,137,387
166513,18354,151
166513,13854,236
166513,4500,72
166586,77,72
166586,77,2967
166595,125,2967
166595,125,9937
166601,284,9937
166601,284,424
166629,31417,424
166629,24274,110
166629,7143,110
166638,20210,106
166638,15023,106
166638,5187,73
166647,8207,73
166647,8207,1776
166656,5025,1579
166656,1812,197
166656,3213,404
166674,3292,404
166674,3038,9061
166674,254,2311
166683,11271,6750
166683,4386,247
166683,6885,50
166692,1417,197
166692,1319,158
166692,98,158
166708,1185,17355
166708,1185,13205
166717,554,4150
166717,554,72
166805,158,72
166805,158,131
166823,11685,131
166823,11685,300
166850,2657,300
166850,2476,31244
166850,181,24015
166869,1907,7229
166869,643,19797
166869,1264,14649
166887,13267,5148
166887,13267,8152
166911,368,8152
166911,368,4410
166939,2554,1413
166939,2460,2997
166939,94,3322
166948,1555,3087
166948,1534,235
166948,21,10979
166957,6923,4361
166957,6923,6618
166975,422,1407
166975,422,1311
166984,790,96
166984,640,1139
166984,150,1139
167020,1005,458
167020,1005,458
167039,34,138
167039,34,138
167057,810,11412
167057,414,11412
167057,396,2845
167093,482,2696
167093,482,149
167181,203,1409
167181,203,318
167215,1140,1091
167215,1140,12919
167224,121,12919
167224,121,354
167251,1129,354
167251,1129,2616
167260,1879,2497
167260,1477,119
167260,402,1548
167288,2574,1537
167288,2028,11
167288,546,6790
167297,165,6790
167297,165,402
167312,11184,402
167312,11184,837
167321,2041,695
167321,2041,142
167358,36462,1170
167358,22693,1170
167358,13769,34
167376,9978,34
167376,9978,805
167394,1727,412
167394,1244,393
167394,483,482
167455,505,482
167455,455,218
167455,50,218
167464,66,1132
167464,66,1132
167525,7594,156
167525,7594,156
167534,11864,1118
167534,11864,1118
167543,936,1943
167543,936,1541
167598,2274,402
167598,1430,2582
167598,844,1962
167631,3861,620
167631,3861,158
167677,187,158
167677,37,11372
167677,150,11372
167729,14149,2211
167729,9606,2211
167729,4543,34466
167738,1502,22395
167738,1502,12071
167783,5721,9926
167783,2077,9926
167783,3644,1653
167792,408,1169
167792,408,484
167835,3269,504
167835,2702,457
167835,567,47
167871,125,56
167871,125,56
167899,3425,7343
167899,2165,7343
167899,1260,11456
167905,9235,11456
167905,9235,1081
167987,10663,1081
167987,8595,2121
167987,2068,1253
167996,2590,868
167996,2590,4004
168005,10433,4004
168005,6399,227
168005,4034,85
168032,86,142
168032,86,14886
168148,11451,9665
168148,5627,5221
168148,5824,1899
168218,2636,1899
168218,2636,6263
168227,4003,2000
168227,3877,4263
168227,126,453
168254,4138,453
168254,2853,3275
168254,1285,2723
168263,6881,552
168263,5804,141
168263,1077,141
168281,1655,6078
168281,1655,4224
168290,1533,1854
168290,1017,9410
168290,516,9410
168342,2252,10548
168342,2199,8822
168342,53,1726
168421,5724,2522
168421,3714,2522
168421,2010,10656
168430,9251,6501
168430,6420,4155
168430,2831,80
168519,28,80
168519,28,11200
168528,1729,5613
168528,1729,5587
168546,1629,2546
168546,1629,2546
168555,97,4045
168555,97,3900
168573,941,145
168573,941,4114
168591,1445,2956
168591,1445,1158
168607,2678,6679
168607,2678,5642
168740,4573,1037
168740,2303,1675
168740,2270,1675
168786,2502,1205
168786,2141,808
168786,361,397
168838,4569,2259
168838,4553,2203
168838,16,56
168847,10211,5320
168847,10173,3537
168847,38,1783
168883,3215,9360
168883,3215,6370
168892,99,2990
168892,99,29
169080,4336,29
169080,4140,1670
169080,196,1670
169099,310,1758
169099,310,1758
169187,451,94
169187,451,94
169220,143,963
169220,143,963
169248,33352,1472
169248,23534,1472
169248,9818,2791
169275,17133,2791
169275,17133,4336
169284,869,2251
169284,869,2085
169327,962,2472
169327,818,2088
169327,144,384
169363,905,4828
169363,508,4823
169363,397,5
169424,163,10542
169424,163,10527
169442,1414,15
169442,1370,3119
169442,44,3119
169479,16031,147
169479,13186,147
169479,2845,4484
169503,394,4264
169503,394,220
169521,16944,280
169521,16944,280
169576,180,453
169576,180,453
169628,941,115
169628,941,115
169655,1539,32603
169655,1539,22687
169716,6311,9916
169716,3552,17820
169716,2759,17820
169734,522,1009
169734,522,1009
169761,591,959
169761,591,801
169798,28511,158
169798,21609,934
169798,6902,489
169910,16908,445
169910,15343,157
169910,1565,157
169947,79,1473
169947,79,1446
169974,2026,27
169974,2026,16067
169983,2638,13725
169983,2080,2342
169983,558,362
169992,1568,362
169992,1568,17115
170000,299,17115
170000,299,276
170037,3581,276
170037,2645,212
170037,936,212
170046,1343,969
170046,1343,969
170055,25605,1584
170055,25605,1584
170082,28824,6495
170082,23229,3699
170082,5595,2796
170091,267,563
170091,267,563
170240,26724,660
170240,26724,660
170301,3464,28067
170301,3464,21024
170417,1543,7043
170417,1543,16238
170444,10637,14613
170444,10637,1625
170514,145,83
170514,145,83
170532,1380,2671
170532,1380,2671
170541,17572,2879
170541,17572,2282
170550,13152,597
170550,13152,1528
170587,2741,1528
170587,2741,198
170611,292,198
170611,292,3407
170620,6927,2454
170620,6927,953
170639,3099,1838
170639,2994,1838
170639,105,24614
170657,31462,24614
170657,31462,28876
170675,5111,23084
170675,3405,5792
170675,1706,273
170736,110,273
170736,110,25569
170790,35631,25569
170790,35631,3491
170806,6383,3491
170806,4082,1794
170806,2301,1794
170842,3407,11130
170842,1126,11130
170842,2281,156
170967,1270,156
170967,1246,1399
170967,24,1399
170976,44453,18322
170976,28294,18322
170976,16159,14648
171012,328,14648
171012,328,2917
171100,52567,2917
171100,39282,261
171100,13285,261
171128,7605,6361
171128,6068,6361
171128,1537,2978
171137,10546,2943
171137,8419,35
171137,2127,30822
171146,9827,30822
171146,8141,5264
171146,1686,3443
171155,7585,1821
171155,7585,112
171225,6464,112
171225,6464,35387
171234,2980,35387
171234,2980,6430
171261,191,4139
171261,191,2291
171298,7481,3586
171298,7451,1037
171298,30,2549
171304,7344,1140
171304,7344,1122
171313,1668,18
171313,1668,43848
171322,2011,27002
171322,2011,16846
171395,4454,350
171395,4454,350
171456,11185,51428
171456,9969,37989
171456,1216,13439
171465,71,7784
171465,71,6225
171483,6645,1559
171483,6645,10810
171492,4279,8496
171492,3829,2314
171492,450,9579
171535,46181,7929
171535,46181,1650
171571,23557,7247
171571,18903,7247
171571,4654,6508
171599,1314,6508
171599,1241,3292
171599,73,3292
171775,110,108
171775,110,108
171881,354,8182
171881,350,8163
171881,4,19
171988,298,7130
171988,298,7130
171997,296,2131
171997,296,2131
172015,434,2715
172015,434,2715
172033,578,4510
172033,364,4510
172033,214,11514
172051,13001,10243
172051,10776,1271
172051,2225,68
172200,21129,68
172200,21129,6390
172264,3207,6390
172264,2772,4634
172264,435,4176
172291,6944,458
172291,6944,43862
172307,4402,43862
172307,4402,23238
172325,1448,18446
172325,1448,4792
172334,6332,1264
172334,3692,1204
172334,2640,60
172422,536,152
172422,536,152
172440,736,367
172440,736,364
172477,5046,3
172477,5046,412
172495,239,412
172495,239,276
172608,4585,276
172608,1471,410
172608,3114,410
172617,22632,507
172617,22632,304
172635,34698,203
172635,34698,12766
172644,36749,10394
172644,23991,2372
172644,12758,20905
172671,2115,20905
172671,2115,3115
172699,28517,2623
172699,21788,492
172699,6729,6541
172705,259,6541
172705,259,4202
172802,65,4202
172802,65,1021
172866,327,1021
172866,327,6382
172918,4201,3491
172918,4201,2891
172927,179,522
172927,179,522
172954,3531,637
172954,3531,637
172963,12538,4422
172963,12538,4422
172972,80,267
172972,80,267
173045,4935,89
173045,3690,89
173045,1245,219
173063,5190,219
173063,5190,177
173115,2360,177
173115,2360,4489
173124,6870,1483
173124,6083,3006
173124,787,23206
173142,639,23206
173142,639,34342
173160,5178,34342
173160,3978,37361
173160,1200,24051
173179,817,13310
173179,817,2210
173203,6242,2210
173203,6242,28227
173258,2048,21415
173258,2048,6812
173300,2926,252
173300,2879,252
173300,47,66
173328,3644,66
173328,2184,328
173328,1460,328
173416,5915,4012
173416,5915,4012
173452,1239,152
173452,1166,152
173452,73,3643
173461,8606,3643
173461,8606,12578
173470,78,12578
173470,78,67
173489,558,67
173489,558,4905
173559,9208,3626
173559,9208,1279
173629,2281,5363
173629,2189,5363
173629,92,2543
173638,5343,2543
173638,5343,6700
173647,2507,5823
173647,2507,877
173665,8902,673
173665,2266,673
173665,6636,5029
173683,165,3894
173683,165,1135
173708,9751,875
173708,9751,875
173726,60,6062
173726,60,6062
173735,2210,2043
173735,2210,2043
173744,611,2885
173744,611,2842
173799,9875,43
173799,9875,3746
173805,1615,2326
173805,1615,1420
173887,2657,5598
173887,2657,5598
173896,915,1210
173896,915,1130
173902,2161,80
173902,2161,8685
173911,6148,8685
173911,6148,75
173920,17968,75
173920,15117,594
173920,2851,594
173939,233,9219
173939,233,9219
173957,282,2055
173957,282,2026
173966,361,29
173966,159,5068
173966,202,5068
173984,3453,2543
173984,2444,2543
173984,1009,8332
173993,2334,2135
173993,2334,6197
174020,10930,150
174020,9703,9
174020,1227,141
174066,64349,9159
174066,43476,9159
174066,20873,46
174075,2955,46
174075,2955,2224
174118,413,2224
174118,413,564
174127,782,564
174127,720,9762
174127,62,9762
174136,14573,1573
174136,14573,1573
174154,588,2609
174154,588,2609
174190,340,920
174190,340,920
174206,178,2122
174206,178,2122
174233,12722,6247
174233,11442,6247
174233,1280,17351
174251,1972,14674
174251,1972,2677
174279,2655,273
174279,2501,273
174279,154,259
174321,186,259
174321,186,384
174358,8917,154
174358,8082,230
174358,835,3216
174376,10717,2224
174376,10717,992
174385,824,2291
174385,824,2291
174394,1365,10013
174394,1365,8951
174428,15180,1062
174428,15180,65213
174437,1471,43829
174437,1471,21384
174473,5485,2663
174473,5485,2663
174482,78,393
174482,78,393
174491,3661,784
174491,3521,718
174491,140,66
174507,1150,14932
174507,310,14932
174507,840,494
174525,147,494
174525,147,334
174534,242,334
174534,242,203
174570,1415,203
174570,1415,12479
174604,460,11170
174604,460,1309
174738,8282,1871
174738,8282,1871
174747,2166,2725
174747,2166,2583
174756,6300,142
174756,6300,206
174765,163,206
174765,163,8900
174783,22025,8046
174783,19247,854
174783,2778,10690
174792,2145,10690
174792,1986,774
174792,159,774
174817,8656,1779
174817,2455,1779
174817,6201,15113
174844,3233,15113
174844,3233,1344
174862,1319,1344
174862,1074,5822
174862,245,5822
174899,4710,135
174899,3208,135
174899,1502,3585
174914,12164,3470
174914,6659,115
174914,5505,1032
174932,222,197
174932,222,835
174978,325,155
174978,325,155
175005,6124,256
175005,4442,256
175005,1682,1365
175014,10938,1365
175014,10938,438
175041,9558,438
175041,9558,8213
175078,7732,8213
175078,7110,2159
175078,622,2159
175120,534,5943
175120,534,5943
175139,180,161
175139,180,161
175157,961,21939
175157,961,19188
175227,1978,2751
175227,1978,2133
175236,5909,1964
175236,5909,169
175263,3327,8465
175263,3327,2466
175272,9691,5999
175272,8909,3212
175272,782,3212
175281,1104,1374
175281,1104,1174
175315,15219,200
175315,15219,4508
175342,4385,3219
175342,3511,1289
175342,874,12301
175421,4340,6472
175421,3223,5829
175421,1117,199
175430,662,199
175430,635,334
175430,27,334
175494,198,6014
175494,198,4317
175519,3539,1697
175519,3539,9678
175528,1177,9678
175528,1177,9625
175573,5290,9625
175573,5290,7949
175591,100,7247
175591,100,702
175607,101,425
175607,101,425
175616,5270,193
175616,3438,193
175616,1832,879
175643,3622,879
175643,3622,2063
175652,9116,2063
175652,9116,6011
175698,38,6011
175698,38,3433
175722,49,3433
175722,49,9848
175786,18180,8910
175786,18180,938
175810,10033,1052
175810,10033,1052
175829,11112,14766
175829,11112,14766
175856,9565,3970
175856,6856,3132
175856,2709,838
175883,6956,4461
175883,6956,3388
175935,5300,1073
175935,5300,627
175980,1176,602
175980,1024,25
175980,152,199
176008,4926,199
176008,4926,3315
176017,19911,3315
176017,16405,1088
176017,3506,1088
176026,2890,5252
176026,796,5252
176026,2094,105
176035,3199,105
176035,2928,80
176035,271,80
176044,3102,5039
176044,2631,3680
176044,471,1359
176053,5789,3567
176053,3510,3567
176053,2279,9906
176062,128,9906
176062,128,51
176071,14193,51
176071,14193,54
176080,22335,54
176080,17131,17002
176080,5204,17002
176169,4419,9866
176169,4419,9866
176178,11781,9555
176178,11781,9555
176239,8184,10276
176239,8184,7753
176318,1185,2523
176318,1185,7255
