UNITID,EFYTOTLT2011,EFYTOTLT2010
418782,253,61
418782,253,179
418870,646,179
418870,646,1615
418889,232,1615
418889,232,75
418913,63,75
418913,63,365
418968,182,365
418968,182,152
419022,807,152
419022,807,268
419031,24,268
419031,24,609
419095,66,609
419095,66,777
419147,76,777
419147,76,596
419156,91,596
419156,91,876
419183,364,876
419183,364,342
419217,99,342
419217,99,683
419226,908,683
419226,908,302
419235,377,302
419235,377,45
419244,258,45
419244,258,132
419253,397,132
419253,397,218
419262,85,218
419262,85,46
419271,35,46
419271,35,522
419280,88,522
419280,88,58
419314,45,58
419314,45,43
419332,22,43
419332,22,202
419341,183,202
419341,183,73
419411,578,73
419411,578,544
419420,160,544
419420,160,102
419439,93,102
419439,93,210
419457,1690,210
419457,168,39
419457,1522,39
419484,26,76
419484,26,76
419509,5392,44
419509,4472,44
419509,920,333
419536,2817,333
419536,2817,82
419633,108,82
419633,108,547
419660,1354,547
419660,1354,155
419703,845,155
419703,845,161
419712,399,161
419712,399,1589
419721,301,1589
419721,301,320
420006,1415,320
420006,1375,878
420006,40,878
420024,392,241
420024,392,241
420042,1713,90
420042,1431,90
420042,282,285
420103,615,285
420103,615,846
420130,593,846
420130,593,27
420194,184,27
420194,184,60
420200,217,60
420200,217,66
420246,444,66
420246,444,149
420255,104,149
420255,104,332
420307,15413,332
420307,15112,121
420307,301,121
420316,1461,960
420316,1461,960
420325,81,378
420325,71,378
420325,10,328
420343,1296,328
420343,1296,499
420352,22,499
420352,22,84
420370,606,84
420370,606,42
420398,20855,42
420398,20855,61
420404,1176,61
420404,1176,37
420431,4470,37
420431,4470,18
420440,2239,18
420440,2239,138
420459,395,138
420459,395,537
420468,480,537
420468,480,102
420495,2665,102
420495,2665,67
420501,2288,67
420501,2288,1657
420538,1589,139
420538,1589,1518
420556,2079,28
420556,2079,28
420608,360,5155
420608,360,4309
420705,349,846
420705,349,227
420723,783,227
420723,783,87
420866,1081,87
420866,312,1304
420866,769,1304
420972,3112,804
420972,3112,804
420981,821,373
420981,821,373
421009,3119,398
421009,2665,398
421009,454,1756
421018,3013,1709
421018,2531,47
421018,482,214
421513,603,214
421513,603,1515
421540,276,1223
421540,276,292
421559,143,590
421559,143,590
421586,281,698
421586,281,698
421610,54,350
421610,54,350
421665,33,197
421665,33,197
421708,1482,431
421708,1482,431
421717,38,108
421717,38,108
421771,85,15455
421771,85,15207
421832,1041,248
421832,1041,1658
421841,330,1658
421841,330,76
421878,260,73
421878,260,3
421896,359,1410
421896,359,1410
422020,157,66
422020,157,66
422190,133,602
422190,133,602
422695,308,18118
422695,308,18118
422835,751,1358
422835,751,1358
423120,1250,1776
423120,1250,1776
423397,59,2082
423397,59,2082
423412,206,522
423412,206,522
423476,434,479
423476,434,479
423582,406,2538
423582,406,2538
423643,2564,2575
423643,2564,2575
423652,778,2096
423652,778,2096
423670,430,2011
423670,430,2011
423980,4162,372
423980,4162,372
424424,350,333
424424,350,333
425250,162,684
425250,162,684
425393,19,1081
425393,19,291
425870,20,790
425870,20,706
425889,1009,706
425889,1009,3162
425986,468,2676
425986,468,486
426314,24928,3411
426314,17465,2896
426314,7463,515
427025,2335,642
427025,2335,642
427308,332,256
427308,332,256
427335,89,155
427335,89,155
427663,912,155
427663,912,155
427894,330,50
427894,330,50
427919,312,29
427919,312,29
427973,618,1224
427973,618,1224
427982,575,38
427982,575,38
427991,1304,74
427991,1304,74
428000,346,559
428000,346,559
428019,332,331
428019,332,331
428037,50,329
428037,50,329
428055,496,390
428055,496,390
428073,35,120
428073,35,120
428125,136,149
428125,136,149
428143,257,293
428143,257,293
428170,2885,359
428170,2885,359
428259,760,1224
428259,620,1224
428259,140,96
428268,973,96
428268,155,116
428268,818,116
428286,1847,349
428286,1847,349
428295,276,426
428295,276,426
428329,202,2188
428329,202,11
428338,216,2177
428338,216,1011
428392,2686,1011
428392,2686,336
428444,1756,336
428444,1756,3640
429012,115,3640
429012,115,471
429085,165,471
429085,165,233
429094,249,233
429094,249,18
429100,175,18
429100,175,41
429128,959,41
429128,959,1309
429599,1477,1309
429599,1477,453
430050,589,453
430050,589,25496
430087,1890,18587
430087,1529,6909
430087,361,2022
430096,1209,2022
430096,1209,261
430148,1917,261
430148,1917,83
430157,452,83
430157,452,944
430166,397,944
430166,397,277
430175,1448,277
430175,1448,329
430184,7801,329
430184,5912,326
430184,1889,326
430218,250,303
430218,250,303
430227,249,1055
430227,249,1055
430245,1151,277
430245,1151,277
430254,361,334
430254,361,334
430263,1470,46
430263,1470,46
430306,99,440
430306,99,440
430342,387,31
430342,387,31
430351,799,102
430351,799,102
430360,532,234
430360,532,234
430379,1271,3053
430379,1271,3053
430388,861,685
430388,861,581
430403,407,104
430403,407,1012
430421,928,136
430421,928,876
430485,118,1763
430485,118,1763
430500,9,284
430500,9,284
430564,228,199
430564,228,199
430582,405,206
430582,405,206
430591,324,2546
430591,324,2546
430643,26,1720
430643,26,1720
430670,314,132
430670,314,132
430704,116,243
430704,9,243
430704,107,146
430795,344,146
430795,344,968
430810,516,968
430810,509,1953
430810,7,1953
430847,91,654
430847,91,654
430883,64,1258
430883,64,975
430908,107,283
430908,107,1220
430935,894,1220
430935,894,161
430971,128,136
430971,128,25
430980,452,1517
430980,452,1517
430999,211,431
430999,211,431
431017,112,424
431017,112,424
431026,626,1754
431026,626,1754
431071,172,8312
431071,172,6334
431099,293,1978
431099,293,275
431105,186,275
431105,186,309
431123,627,309
431123,627,796
431141,4021,796
431141,4021,338
431169,153,338
431169,153,1591
431187,38,1591
431187,38,91
431196,265,91
431196,265,403
431202,47,403
431202,47,892
431248,18,892
431248,1,620
431248,17,620
431266,117,1541
431266,117,1541
431275,142,1011
431275,142,1011
431284,77,553
431284,77,553
431309,700,1337
431309,700,1337
431558,488,129
431558,488,129
431594,22,6
431594,22,6
431600,110,266
431600,110,266
431637,1260,333
431637,1260,333
431691,35,351
431691,35,351
431707,38,272
431707,38,272
431716,494,95
431716,494,95
431770,67,273
431770,67,273
431877,67,460
431877,67,460
431886,1446,90
431886,1446,90
431929,336,67
431929,336,67
431956,121,89
431956,121,89
431965,136,750
431965,136,750
431983,100,118
431983,100,118
432074,233,511
432074,233,511
432117,225,268
432117,225,268
432199,2666,111
432199,2666,111
432214,865,1191
432214,865,1191
432223,1134,195
432223,943,195
432223,191,260
432232,2098,260
432232,1710,160
432232,388,160
432241,1581,541
432241,1347,541
432241,234,3849
432269,270,3849
432269,270,147
432302,860,147
432302,860,36
432348,313,36
432348,313,178
432357,346,178
432357,346,38
432384,907,38
432384,907,19
432524,241,19
432524,241,57
432533,2846,57
432533,2846,122
433004,212,122
433004,185,94
433004,27,94
433013,1110,1051
433013,1110,1051
433040,46,444
433040,46,444
433068,523,10
433068,523,10
433101,1694,136
433101,1694,136
433138,640,1082
433138,640,1082
433165,9,37
433165,9,37
433174,585,30
433174,585,30
433217,7,614
433217,7,614
433387,33950,73
433387,25494,73
433387,8456,51
433420,774,51
433420,774,1698
433466,1742,1698
433466,1742,332
433536,643,332
433536,643,114
433563,937,114
433563,937,136
433660,12958,136
433660,11248,102
433660,1710,102
433970,730,248
433970,730,248
434016,192,226
434016,192,226
434034,1320,3532
434034,1320,2352
434052,1251,1180
434052,1251,1258
434061,6320,793
434061,6320,465
434122,18,1088
434122,18,904
434140,1770,184
434140,1770,2166
434159,918,1768
434159,918,398
434274,157,1658
434274,157,1366
434283,84,292
434283,84,267
434308,1063,267
434308,1063,1511
434317,2702,1511
434317,2702,338
434326,74,338
434326,74,392
434344,76,392
434344,76,719
434362,46,719
434362,46,239
434380,92,239
434380,92,2936
434414,692,2936
434414,692,115
434432,75,113
434432,75,2
434441,154,1117
434441,154,1117
434469,160,32
434469,160,32
434496,84,540
434496,84,540
434502,210,2036
434502,210,2036
434520,1122,677
434520,1122,677
434539,615,5
434539,615,5
434548,1258,722
434548,1258,722
434557,817,7
434557,817,7
434566,836,19399
434566,836,14725
434575,642,4674
434575,642,747
434584,797,747
434584,797,1074
434672,35498,1074
434672,35498,604
434690,549,604
434690,549,1100
434715,1888,1100
434715,1888,13055
434751,138,11072
434751,138,1983
434812,557,804
434812,557,804
434821,590,217
434821,590,217
434830,316,1364
434830,316,1364
434900,1482,1352
434900,1482,1352
434937,55,6226
434937,55,6226
434946,3037,18
434946,2376,18
434946,661,1730
434955,1817,1730
434955,1493,1128
434955,324,1128
434964,1388,150
434964,1090,150
434964,298,78
434973,1019,78
434973,862,1171
434973,157,1171
434982,1107,1436
434982,1002,1436
434982,105,101
434991,1017,101
434991,929,23
434991,88,23
435000,992,64
435000,99,64
435000,893,145
436003,236,145
436003,236,79
436012,945,79
436012,945,394
436021,46,394
436021,46,69
436030,64,69
436030,64,147
436067,66,147
436067,66,181
436094,1292,181
436094,267,120
436094,1025,120
436100,47,167
436100,47,167
436182,504,1168
436182,504,1168
436191,1217,636
436191,1217,636
436225,854,1494
436225,854,1494
436261,173,813
436261,173,813
436270,389,1069
436270,389,1069
436289,108,739
436289,108,739
436304,3883,679
436304,3883,679
436429,3280,33837
436429,3280,33837
436438,1368,547
436438,332,547
436438,1036,1727
436465,1427,1727
436465,1427,168
436483,841,168
436483,841,202
436526,303,202
436526,303,521
436553,521,521
436553,521,303
436562,287,303
436562,287,1725
436599,92,1725
436599,92,63
436614,101,63
436614,77,2977
436614,24,2336
436632,300,641
436632,300,1864
436641,205,1514
436641,205,350
436650,555,1267
436650,555,1004
436702,935,263
436702,935,912
436775,354,782
436775,354,130
436784,1356,1215
436784,1356,1098
436818,3158,117
436818,3158,1086
436827,864,987
436827,864,99
436836,1725,950
436836,1725,116
436854,110,834
436854,110,281
437042,1446,281
437042,1446,1082
437051,1435,1082
437051,1435,43
437060,618,43
437060,618,64
437097,3115,64
437097,2222,1197
437097,893,210
437103,11729,987
437103,11729,45
437219,1100,45
437219,1100,555
437237,60,555
437237,60,1324
437316,424,1324
437316,424,1063
437325,817,1063
437325,720,142
437325,97,142
437343,777,344
437343,777,344
437361,325,109
437361,325,109
437501,267,2796
437501,267,2796
437529,738,1339
437529,738,1339
437556,918,1369
437556,918,306
437565,280,1063
437565,280,1301
437583,232,1301
437583,232,772
437608,238,772
437608,238,291
437635,169,291
437635,169,576
437653,317,576
437653,317,424
437662,5859,424
437662,5859,94
437705,14,94
437705,14,111
437723,510,91
437723,510,20
437732,1731,218
437732,1731,218
437750,810,214
437750,810,214
437769,809,600
437769,809,600
437778,569,390
437778,569,390
437848,1623,296
437848,1623,296
437857,249,1263
437857,249,1263
437884,162,3024
437884,162,3024
437927,738,851
437927,738,851
437936,1423,1708
437936,1423,1708
438036,196,86
438036,196,86
438151,5409,1510
438151,5227,1510
438151,182,1495
438179,1683,1495
438179,1683,625
438197,1399,625
438197,1399,13542
438212,9387,13542
438212,9387,1241
438258,821,1241
438258,821,63
438267,642,63
438267,642,388
438285,1043,388
438285,1043,760
438294,464,688
438294,464,72
438337,518,257
438337,518,257
438382,1012,665
438382,741,665
438382,271,1166
438416,1120,1166
438416,1078,322
438416,42,322
438498,2872,264
438498,1890,264
438498,982,119
438504,3914,119
438504,3914,246
438586,3109,246
438586,2842,312
438586,267,312
438601,1211,5224
438601,1032,5224
438601,179,20
438610,1309,20
438610,1202,394
438610,107,394
438629,218,955
438629,188,955
438629,30,687
438638,2240,687
438638,2240,1000
438647,1659,1000
438647,1659,494
438656,1421,494
438656,1421,1991
438674,206,1991
438674,206,263
438708,862,263
438708,862,110
438735,420,110
438735,420,922
438805,1519,922
438805,1519,1666
438869,727,1666
438869,727,193
438887,321,193
438887,321,1698
438902,1894,1524
438902,1816,174
438902,78,1367
438966,934,1367
438966,934,2081
438984,216,2081
438984,216,8320
439020,184,8320
439020,184,1002
439039,698,1002
439039,698,551
439057,811,551
439057,197,863
439057,614,863
439118,1241,456
439118,1241,456
439127,603,452
439127,603,452
439136,890,941
439136,890,610
439145,5638,331
439145,5638,994
439163,6118,948
439163,6118,46
439190,4298,2570
439190,4298,1333
439279,1265,1237
439279,1190,3215
439279,75,3215
439288,1821,3197
439288,1821,2856
439297,739,341
439297,646,1386
439297,93,1198
439303,97,188
439303,97,1263
439312,69,1167
439312,69,96
439330,171,236
439330,171,204
439367,340,32
439367,340,2815
439394,141,2815
439394,141,1887
439400,153,1887
439400,153,2158
439437,743,2158
439437,743,152
439446,169,152
439446,66,876
439446,103,876
439455,519,201
439455,519,201
439473,290,1738
439473,290,1738
439482,444,905
439482,444,905
439491,171,511
439491,171,511
439507,513,2580
439507,513,2503
439525,874,77
439525,874,896
439570,1398,896
439570,1398,233
439589,275,233
439589,275,205
439604,35,205
439604,35,777
439613,327,777
439613,327,740
439622,313,160
439622,313,580
439631,49,1393
439631,49,1393
439668,206,795
439668,206,795
439686,442,982
439686,442,982
439695,85,5431
439695,85,5431
439701,614,7743
439701,308,6230
439701,306,1513
439729,51,4079
439729,51,4079
439738,1249,1096
439738,1249,1023
439747,215,73
439747,215,1693
439756,23,1693
439756,23,774
439774,64,663
439774,64,111
439783,176,101
439783,81,101
439783,95,81
439792,826,81
439792,826,286
439817,156,133
439817,156,153
439826,950,567
439826,950,567
439844,98,126
439844,98,126
439862,104,131
439862,97,131
439862,7,779
439871,189,779
439871,189,123
439899,118,19
439899,118,104
439905,380,689
439905,380,689
439914,50,252
439914,50,252
439932,34,300
439932,34,300
439969,286,152
439969,122,152
439969,164,604
439978,139,604
439978,139,988
439996,136,988
439996,136,822
440004,56,822
440004,56,259
440031,138,259
440031,138,40
440059,880,40
440059,880,335
440077,68,335
440077,68,330
440086,708,330
440086,708,48
440101,308,48
440101,308,235
440110,927,235
440110,927,546
440129,889,546
440129,889,109
440147,1095,109
440147,1095,656
440165,1352,339
440165,1352,317
440174,109,61
440174,109,61
440217,35,937
440217,35,937
440226,195,182
440226,195,182
440244,9373,29
440244,9373,29
440262,741,60
440262,741,60
440271,794,189
440271,794,103
440299,1651,86
440299,1651,779
440305,5505,779
440305,5505,143
440323,844,143
440323,844,491
440332,567,491
440332,567,91
440341,3035,91
440341,3035,95
440369,1893,95
440369,1893,249
440378,374,249
440378,374,95
440396,171,95
440396,151,447
440396,20,447
440402,5778,36
440402,5778,36
440411,221,37
440411,22,37
440411,199,213
440420,400,87
440420,302,126
440420,98,144
440439,2005,144
440439,1614,156
440439,391,156
440448,4116,59
440448,3517,59
440448,599,170
440457,842,170
440457,783,556
440457,59,556
440466,871,74
440466,773,74
440466,98,252
440484,1904,252
440484,1904,296
440536,1830,296
440536,1830,1042
440545,1298,1042
440545,1298,1255
440572,1642,1255
440572,1642,1287
440581,1748,1287
440581,1748,1720
440590,2284,1720
440590,2284,132
440624,3669,132
440624,3669,34
440642,1306,34
440642,1306,166
440651,2074,166
440651,2074,101
440721,821,101
440721,821,8950
440730,1215,8950
440730,1215,406
440749,607,72
440749,607,334
440758,432,624
440758,432,624
440767,1272,825
440767,1272,825
440776,71,1706
440776,71,1706
440794,391,5290
440794,391,5290
440800,90,1092
440800,90,1092
440819,195,722
440819,195,722
440828,941,3063
440828,786,3063
440828,155,2593
440846,492,2593
440846,492,363
440855,402,363
440855,402,184
440873,1177,164
440873,1177,20
440882,503,3642
440882,503,3642
440891,607,188
440891,607,21
440907,969,167
440907,969,347
440916,759,260
440916,759,87
440925,1529,1828
440925,1529,1416
440952,924,412
440952,924,4285
440970,296,3599
440970,296,686
440989,2138,977
440989,2138,917
441016,1697,60
441016,1697,853
441025,1334,739
441025,1334,114
441052,3514,2144
441052,3514,2144
441070,187,2358
441070,187,1822
441089,2872,536
441089,2872,1774
441104,345,1314
441104,345,460
441131,270,2820
441131,270,2327
441159,439,493
441159,439,2553
441168,204,2553
441168,204,1330
441186,1007,1330
441186,826,1955
441186,181,1955
441195,75,959
441195,75,959
441201,250,1310
441201,250,1310
441210,509,662
441210,509,662
441229,1202,377
441229,1202,377
441238,86,1114
441238,86,1114
441256,118,70
441256,118,70
441274,215,346
441274,215,346
441308,3363,83
441308,3363,83
441317,53,177
441317,53,177
441335,42,883
441335,42,729
441353,15,154
441353,15,731
441362,1183,731
441362,1183,402
441371,1215,402
441371,1215,1016
441380,351,1016
441380,351,482
441399,436,482
441399,436,610
441405,151,610
441405,151,758
441414,880,758
441414,880,1006
441423,579,1006
441423,579,1723
441432,599,1723
441432,599,1140
441441,422,1140
441441,422,328
441478,411,328
441478,67,1988
441478,344,1988
441487,288,2151
441487,288,2151
441496,376,1581
441496,376,1581
441502,541,2058
441502,541,2058
441511,551,180
441511,408,180
441511,143,2164
441548,140,2164
441548,140,319
441575,1321,319
441575,1321,284
441584,1300,284
441584,1300,191
441593,53,191
441593,53,1068
441609,9,816
441609,9,252
441618,108,131
441618,108,131
441627,32,332
441627,32,332
441636,376,416
441636,376,416
441645,218,1010
441645,218,1010
441663,402,89
441663,402,89
441672,25,156
441672,25,156
441681,97,222
441681,97,222
441690,362,2509
441690,362,2509
441706,207,50
441706,207,50
441733,24,42
441733,24,42
441742,766,17
441742,766,17
441751,32,1292
441751,32,1292
441760,4120,1352
441760,4120,1352
441779,114,317
441779,114,317
441788,734,1012
441788,734,1012
441797,41,155
441797,41,155
441830,99,580
441830,99,580
441858,192,605
441858,192,605
441876,354,556
441876,354,556
441894,142,386
441894,142,386
441900,4415,486
441900,4415,47
441919,1374,439
441919,1374,288
441928,1446,288
441928,1446,195
441937,4229,195
441937,3963,422
441937,266,422
441955,1631,249
441955,1631,144
441964,1118,105
441964,1118,161
441973,2801,161
441973,2801,995
441982,365,995
441982,365,1326
442000,1263,1326
442000,1263,66
442037,881,66
442037,881,23
442046,1842,23
442046,1842,101
442064,67,101
442064,67,33
442073,1791,33
442073,1791,317
442134,1307,317
442134,1307,234
442143,1207,234
442143,1097,269
442143,110,269
442152,2587,8
442152,2173,8
442152,414,89
442161,1957,89
442161,1762,336
442161,195,336
442170,2341,264
442170,2159,264
442170,182,83
442189,1099,83
442189,870,1048
442189,229,1048
442204,133,34
442204,133,34
442213,53,4116
442213,53,4116
442222,938,107
442222,313,107
442222,625,609
442231,2379,609
442231,2379,60
442240,461,60
442240,461,81
442295,473,81
442295,473,388
442310,1349,388
442310,1349,188
442329,1275,188
442329,1275,36
442338,1250,36
442338,1250,3885
442347,1075,3885
442347,1075,1847
442356,1245,1847
442356,1245,1722
442365,1172,1722
442365,1172,3968
442383,514,3677
442383,514,291
442392,145,1586
442392,145,1586
442408,548,1065
442408,548,1065
442426,316,2747
442426,316,2747
442435,44,347
442435,44,347
442444,1670,1240
442444,1670,1240
442462,766,1143
442462,766,1143
442499,599,2024
442499,599,2024
442505,928,58
442505,928,58
442523,49,1731
442523,49,1731
442569,15601,1259
442569,13761,1259
442569,1840,1199
442578,679,1061
442578,679,138
442602,1545,2359
442602,1545,1914
442611,2562,445
442611,2562,1810
442620,754,1623
442620,754,187
442639,65,2005
442639,65,1827
442648,1143,178
442648,1143,870
442657,401,693
442657,401,177
442684,269,115
442684,269,115
442718,786,41
442718,786,41
442727,2313,827
442727,2313,234
442736,985,593
442736,985,1774
442745,1699,1774
442745,1699,480
442781,401,480
442781,401,378
442790,2402,378
442790,2402,1874
442806,778,1874
442806,778,1522
442815,1082,1522
442815,1082,2128
442824,3442,2128
442824,3442,1248
442842,427,1248
442842,163,1072
442842,264,1072
442851,517,1372
442851,517,891
442879,2494,481
442879,2494,436
442888,444,436
442888,444,137
442897,271,137
442897,214,566
442897,57,566
442930,1533,213
442930,1531,213
442930,2,54
442949,112,54
442949,112,1572
442958,96,1572
442958,96,910
442967,53,910
442967,53,858
442976,112,858
442976,112,1290
442985,135,1290
442985,135,19
443021,189,19
443021,189,52
443030,84,52
443030,84,119
443049,417,66
443049,190,53
443049,227,13567
443058,48,12205
443058,48,1362
443076,268,848
443076,13,848
443076,255,1832
443100,235,1832
443100,235,2741
443128,2159,2741
443128,2159,759
443137,477,759
443137,477,102
443146,309,102
443146,309,1280
443173,65,1280
443173,65,445
443207,629,445
443207,629,310
443216,175,310
443216,175,795
443225,133,795
443225,133,2700
443234,375,2700
443234,375,1457
443252,1120,1457
443252,1120,1657
443261,516,1657
443261,516,379
443270,330,379
443270,330,2779
443289,123,2779
443289,123,721
443298,373,721
443298,373,1108
443304,12,1108
443304,12,4287
443322,642,3422
443322,642,865
443331,1262,18601
443331,1236,15015
443331,26,3586
443340,369,241
443340,369,60
443359,270,181
443359,270,258
443377,282,258
443377,282,2048
443410,976,2048
443410,913,172
443410,63,172
443429,245,240
443429,245,195
443438,831,45
443438,831,52
443456,223,52
443456,161,1508
443456,62,1508
443465,216,114
443465,190,114
443465,26,86
443474,1664,86
443474,1398,62
443474,266,62
443483,239,111
443483,239,111
443492,3929,155
443492,3929,155
443517,103,190
443517,103,190
443526,1183,63
443526,1183,63
443535,1019,308
443535,1019,115
443544,722,193
443544,596,57
443544,126,57
443553,912,291
443553,912,23
443562,2138,268
443562,2138,205
443571,305,205
443571,305,379
443605,459,379
443605,459,382
443623,1842,382
443623,1842,73
443632,235,73
443632,235,679
443641,343,679
443641,343,85
443650,1095,85
443650,1095,58
443669,575,58
443669,575,496
443678,199,496
443678,199,1349
443687,1507,1349
443687,1507,495
443696,86,495
443696,86,309
443702,12,309
443702,12,92
443739,688,92
443739,688,303
443748,1452,303
443748,1452,628
443766,4560,628
443766,3272,1290
443766,1288,1290
443784,5071,237
443784,3922,237
443784,1149,251
443827,933,251
443827,933,266
443836,1095,266
443836,1095,921
443845,2356,867
443845,2356,54
443854,1526,191
443854,1526,191
443881,1774,1174
443881,1675,1174
443881,99,216
443890,1855,148
443890,1682,68
443890,173,106
443906,326,106
443906,269,1687
443906,57,1372
443924,1555,315
443924,1417,234
443924,138,234
443942,232,3651
443942,232,3651
443951,267,109
443951,267,109
443979,128,1248
443979,128,1248
443988,975,939
443988,975,939
443997,562,642
443997,562,492
444015,2300,150
444015,2300,1221
444024,1748,1221
444024,1748,2115
444033,318,2115
444033,318,159
444042,2084,159
444042,2084,656
444051,243,656
444051,243,1616
444060,720,1616
444060,720,192
444079,751,192
444079,751,340
444088,1077,340
444088,1077,1180
444103,14,1180
444103,14,653
444121,748,653
444121,748,186
444130,13714,186
444130,777,1851
444130,12937,1851
444158,51950,89
444158,47787,89
444158,4163,17
444167,5321,17
444167,5321,778
444176,512,778
444176,512,1921
444194,262,1921
444194,262,4749
444200,862,3401
444200,862,1348
444219,13237,5180
444219,13237,3929
444228,53,1251
444228,53,1182
444237,1196,1182
444237,1196,1405
444255,907,1405
444255,907,2677
444264,175,2677
444264,175,1709
444282,236,1709
444282,236,1810
444291,261,1717
444291,261,93
444307,218,1721
444307,218,1515
444316,211,206
444316,211,328
444325,248,250
444325,248,78
444334,195,131
444334,195,108
444343,305,23
444343,305,1671
444352,432,1532
444352,432,139
444361,111,206
444361,111,206
444370,301,266
444370,301,266
444389,1112,138
444389,1112,138
444398,277,601
444398,277,443
444404,122,158
444404,122,3451
444413,129,3451
444413,117,1468
444413,12,1468
444422,263,392
444422,263,254
444440,257,138
444440,257,2115
444459,7,2115
444459,7,236
444468,44,236
444468,44,1050
444477,416,1050
444477,416,647
444486,456,647
444486,456,800
444510,26,800
444510,26,12
444529,295,12
444529,295,785
444547,59,785
444547,59,12214
444556,76,660
444556,76,11554
444565,381,49789
444565,381,45465
444574,1167,4324
444574,1167,4912
444583,1188,4912
444583,1188,421
444592,184,421
444592,184,200
444608,76,200
444608,76,633
444626,77,633
444626,77,13846
444635,69,13846
444635,69,55
444644,24,55
444644,24,1668
444653,76,1668
444653,76,757
444662,86,757
444662,86,264
444671,385,264
444671,385,221
444680,191,221
444680,191,223
444699,44,223
444699,44,225
444705,58,225
444705,58,243
444714,2103,243
444714,2103,248
444723,8961,248
444723,5281,154
444723,3680,154
444732,159,354
444732,159,354
444750,26,313
444750,26,313
444769,292,52
444769,292,52
444778,159,290
444778,116,290
444778,43,1179
444796,411,1179
444796,411,226
444811,203,226
444811,203,134
444857,67,134
444857,67,141
444866,337,122
444866,337,19
444893,359,230
444893,359,230
444909,25,267
444909,25,267
444927,647,13
444927,647,13
444936,41,37
444936,41,37
444945,380,166
444945,380,166
444954,4176,224
444954,4176,224
444972,321,25
444972,321,25
444990,570,323
444990,570,323
445009,5201,72
445009,5201,72
445018,2580,51
445018,2580,51
445027,39138,210
445027,35077,210
445027,4061,724
445072,1301,724
445072,1301,955
445081,1179,955
445081,1179,155
445090,797,155
445090,797,46
445115,1174,46
445115,1174,20
445124,1575,20
445124,1575,64
445133,817,64
445133,674,33
445133,143,33
445142,926,86
445142,926,86
445188,4547,85
445188,4295,85
445188,252,369
445197,1398,369
445197,1398,188
445203,1137,188
445203,1137,35
445212,432,35
445212,432,55
445221,155,55
445221,155,2386
445230,1893,2386
445230,1893,7987
445249,723,4367
445249,723,3620
445258,577,139
445258,577,139
445267,4870,28
445267,4659,28
445267,211,234
445276,988,234
445276,988,132
445300,856,98
445300,856,34
445319,422,43
445319,362,43
445319,60,410
445328,788,410
445328,788,68
445337,664,68
445337,664,386
445346,878,386
445346,878,18
445355,503,18
445355,503,161
445364,405,161
445364,405,24
445373,830,24
445373,830,546
445382,1450,546
445382,1450,89
445391,370,89
445391,324,314
445391,46,314
445407,781,3999
445407,781,3999
445416,495,255
445416,477,255
445416,18,491
445434,1894,491
445434,1894,4734
445452,2445,4734
445452,2445,2365
445461,2019,2365
445461,2019,41994
445470,884,38020
445470,884,3974
445489,120,12
445489,120,12
445498,97,1579
445498,97,1579
445504,210,1317
445504,210,1317
445531,47,790
445531,47,790
445540,94,1084
445540,94,1084
445559,523,1570
445559,523,1570
445577,639,784
445577,639,631
445601,1332,153
445601,1332,878
445610,403,878
445610,403,3588
445629,237,3352
445629,237,236
445638,115,1747
445638,115,1747
445647,217,1340
445647,217,1340
445656,232,487
445656,232,487
445665,459,169
445665,459,169
445674,1175,1937
445674,1175,1937
445683,63,834
445683,63,834
445692,297,634
445692,296,634
445692,1,4350
445708,2867,4163
445708,2867,187
445717,3471,1123
445717,2989,1123
445717,482,833
445726,776,833
445726,776,470
445735,1063,407
445735,289,63
445735,774,1167
445744,751,1167
445744,751,930
445753,523,930
445753,523,1001
445762,452,1001
445762,452,585
445771,923,585
445771,923,317
445780,93,317
445780,93,956
445799,2339,956
445799,2339,1791
445814,1195,1791
445814,1195,300
445832,241,265
445832,241,35
445841,218,1010
445841,218,702
445850,255,308
445850,255,482
445869,74,482
445869,74,2539
445896,157,2539
445896,157,2990
445911,1348,2990
445911,1348,2292
445920,1286,2292
445920,1286,980
445939,536,980
445939,536,135
445948,396,135
445948,396,120
445957,569,120
445957,569,209
445984,38,209
445984,38,43
445993,152,43
445993,152,70
446002,108,70
446002,108,525
446039,59,525
446039,59,811
446048,877,811
446048,738,1364
446048,139,1364
446057,224,471
446057,224,471
446075,50,193
446075,50,193
446084,285,134
446084,285,134
446093,321,161
446093,321,161
446109,418,260
446109,418,260
446118,1221,377
446118,1221,377
446127,338,1135
446127,338,1135
446136,1114,136
446136,1114,136
446145,101,248
446145,101,239
446154,1007,9
446154,1007,2757
446163,161,2757
446163,161,3275
446190,39,2765
446190,39,510
446206,25,891
446206,25,891
446215,60,979
446215,60,263
446224,73,716
446224,73,844
446233,202,844
446233,202,805
446242,263,805
446242,263,245
446251,149,245
446251,149,1154
446260,291,1154
446260,291,62
446288,154,62
446288,154,2603
446297,17,2603
446297,17,1216
446303,200,1216
446303,200,288
446312,100,288
446312,100,215
446321,42,215
446321,42,283
446349,40,283
446349,40,77
446358,60,77
446358,60,182
446385,190,182
446385,190,1552
446394,142,1552
446394,100,1544
446394,42,1544
446400,360,636
446400,360,636
446419,53,433
446419,53,433
446428,855,606
446428,855,606
446437,273,33
446437,273,33
446446,344,122
446446,344,122
446455,378,116
446455,378,116
446464,77,61
446464,77,61
446491,22,827
