UNITID,LIAB011,LIAB910,ASSE011,ASSE910
175616,29915382,14028330,98155373,92865415
175643,3548631,3790485,24978635,20657594
175652,5646594,5791341,54625350,46574285
175786,60063094,61241185,135701981,132366382
175810,14990971,15207916,37205686,36390002
175829,18493934,21321321,85990639,79156960
175856,122140404,118367191,198463111,180222020
175883,23698115,23637415,71642714,68664550
175935,5037507,4702758,37815412,34352523
175999,38575044,33802660,61061969,61362662
176008,3709357,2830639,44039410,42131028
176017,188612730,197939376,797227042,722860789
176026,335263308,362936026,678770064,688266496
176035,6242733,5792109,96199894,91082123
176044,23055712,23487171,56787847,57071449
176071,34232296,63064034,157399249,122026689
176080,234729423,245221358,674692505,635367129
176169,5617201,4258912,44355505,40145870
176178,5952184,7242464,95309418,91268192
176239,13903298,9157040,92525811,88841419
176354,2191308,2270385,45214272,40253586
176372,203167962,205033460,392942493,378963822
176734,,,,
176798,,,,
176965,97335170,99672508,188776921,176783562
176983,,,,
177056,,,,
177135,7451874,8347414,52794449,37359628
177250,27266500,27201012,33005460,33587081
177436,,,,
177472,15760520,13129837,26291650,21986890
177551,33711341,22558899,37752145,38487661
177676,28436642,28564789,39340151,36070313
177807,,,,
177870,,,,
177940,32491956,33195880,76379489,75479043
177977,11182641,11928098,43335144,43100337
178129,117084299,121564911,126710966,123314689
178217,20889466,16006074,19633905,19525522
178341,33982294,35680417,89234120,84234244
178387,63136531,50356286,81882997,74883821
178396,1304767318,1132787639,2489082061,2305220075
178402,238599857,191999342,412434421,390424139
178411,128710831,91539588,376680616,339992137
178420,98664539,100389251,317685140,289881794
178439,1416555068,1024080819,420361200,355216957
178448,4036732,3592685,28293268,26889424
178466,,,,
178563,,,,
178606,,79735798,,229065010
178615,75805117,97949115,245532440,102142256
178624,94129092,,105128723,
178828,,,,
179052,,,,
179238,,59941528,,165691083
179308,55428701,1490349,170596917,17791754
179344,4202333,2322430,19404235,28860369
179539,3111800,129653523,30469913,281972995
179557,186376306,128781583,296310266,378002837
179566,158681463,8094339,401148470,15722405
179645,11263791,5778944,18619532,24281324
179715,7638585,,26085545,
179724,,,,
179742,,5902240,,8772365
180151,5988986,864992,9028953,5829467
180160,2354155,29199803,6665868,61244649
180179,31195101,21057780,62409681,17719957
180197,19741233,229323,20345159,8269670
180203,521330,3065274,8980248,9177144
180212,4205401,3487730,11651909,23187804
180249,3918703,2555430,23577264,13552482
180276,2930194,1073483,17806704,18335045
180328,3317137,3159602,20779920,5814362
180373,3476182,21198007,5603841,52203358
180416,22746445,213516919,54460124,220347600
180461,218731511,204929641,233661871,178299176
180489,208096346,10377194,186961663,15582848
180522,11266174,10390776,17780829,10552661
180692,12554985,26951192,14201208,51350153
180902,25782427,9415699,59220533,36674690
180948,8640555,39851656,37966409,129171923
181215,38866311,24627503,132491894,105014791
181303,24527566,4614944,114003407,23961116
181312,8818438,159097073,26444989,202801206
181394,149540213,575736,217866806,5373671
181419,469389,96627916,6167382,830985657
181428,93338336,439171820,890100904,963622573
181464,435036255,19870061,1066271743,64779241
181491,16058020,5237755,73154365,39151847
181534,8980564,4383597,41891845,86132293
181640,3959539,22410274,93452484,103262111
181747,23439972,471326,117860930,5666491
181765,1950294,13600343,12918274,75756801
181783,17901282,14351566,82005328,20935287
181817,13566902,15865000,24824748,274021000
182005,13192000,307041000,275097000,827754000
182281,299898000,328353604,852422000,679339240
182290,364291499,3355000,692990319,45516000
182306,3172000,11601000,46152000,85783000
182500,10710000,6484000,90515000,48697000
182519,6530000,3198000,101651000,42986000
182564,1755000,376260304,41145000,629241490
183044,375294669,113283061,685899227,120715988
183062,109910128,1185877,130249358,1998887
183071,1154437,104187116,2830434,77774987
183080,100973383,5081420,86322925,45506180
183099,5435665,537513,46525591,10099832
183105,1529195,555123,9338370,8647266
183114,928879,630287,8133940,13497129
183123,1275961,957968,13503235,25887664
183132,1885469,2465446,25548348,22840744
183141,6414722,1367996,23476161,26355505
183150,5735840,2814924,23166673,6451671
183257,3075645,89047540,8299803,53432393
183327,108422561,10454796,89388020,58626898
183655,10893714,33813271,59137441,140608022
183743,36247078,62792846,147165322,135049733
183859,60445917,19678097,131594119,99926649
183877,18774094,21299057,110905097,94674637
183938,37924132,,87299036,
183983,,12077653,,74164406
184180,10467143,3884657,81607554,52451116
184205,5342000,19500114,53633182,126611436
184481,18919842,409919973,131518457,172741633
184782,550009387,9000716,181397981,43694410
184791,13286518,10126869,44534428,92550016
184995,9499196,138998412,109996184,97696097
185129,167222076,369592390,96975120,165036052
185262,383097265,11517087,179083581,56373909
185509,12439125,19138323,56668746,87374335
185536,21248910,428065000,93844148,298590000
185590,418550000,201785000,320441000,192099000
185828,216574000,24931295,211204000,71554752
185873,26723111,7771016,80040510,58893901
186034,9511650,277975000,59374691,73831000
186201,261734000,1066870000,103257000,2426600000
186380,1454490000,1052060,2636769000,17247630
186469,1073403,9624382,16444072,67033503
186645,9257633,292407978,63989781,156793825
186876,287353517,14493750,161425983,48202142
187046,14898453,423536000,47067820,332001000
187134,418477000,27661817,341041000,98835621
187198,27619210,1067578000,97200500,483015000
187222,1042629000,210366207,483483000,261555880
187444,204873803,67407224,274548328,224167940
187532,60180170,9055667,232795805,21224853
187596,4345776,2530816,22095732,51877320
187620,2126585,2838555,51490125,27121632
187639,3023893,25129062,29290462,89711656
187648,25569856,8027946,101301544,49326521
187666,7800946,12595372,51384958,52027416
187745,10536172,42924667,52214511,72621858
187897,42079233,6535532,72663504,73613487
187903,6412805,6747786,76715170,384906067
187912,5932040,,459964496,
187958,,35167527,,232945688
187967,30805311,,235898211,
187976,,926504606,,1454119219
187985,911135509,1173005,1542653939,18168944
187994,710304,713984,18719980,9583502
188003,1162328,296453,12334250,5428107
188021,198837,245310448,6640402,436799651
188030,233318315,,469479852,
188049,,2517745,,28994444
188058,3011764,33054997,29093224,72204951
188100,32109565,32072141,73907330,76096635
188137,44073571,,77176059,
188216,,,,
188225,,1061128,,19376336
188261,415026,10473369,22599222,40619395
188304,8870608,24991812,43270967,19843298
188438,26558486,38487670,19427494,14899135
189547,40961134,28455586,10690926,4182909
189839,29030681,1161127036,2988758,74488326
190035,1485390513,17083526,463478821,-738943
190053,20332217,36847864,-4016141,-6306793
190169,38447174,32148224,-7137862,28337883
190442,33877353,422018173,28600077,-3064205
190512,379863264,150834234,8245494,83372230
190521,195249046,55114534,36222033,30808239
190530,93688610,332061445,26876730,47808992
190549,363402140,380186899,20686526,-139583337
190558,224265968,629438062,-10842636,10334508
190567,647528120,216996129,56609331,-9521932
190576,165785904,95290495,25785903,-12181325
190585,68560953,305727729,5965009,109452961
190594,390034203,367869303,24146350,83804207
190600,552655343,67799808,45086964,54934923
190619,110172707,127692101,9847913,9398386
190628,115044548,183270570,15039125,12839970
190637,216346760,181677097,-11711506,60544533
190646,256396175,107958544,4514326,-8306631
190655,116663416,363700189,-4212112,46108865
190664,395157494,25677522,-15736200,23382794
190673,39955875,67422672,11538273,4979868
190682,178268293,120312659,6773150,27521058
190691,142420911,78429287,-5620751,1956148
190840,85629824,64044042,-3352509,-6706447
191083,74927228,76819149,-10983733,102498571
191126,90974170,15694794,107871144,33439908
191199,23830293,13909876,35173389,11083486
191302,14697738,14389692,11241726,31654017
191339,16412032,37097829,30592244,10352910
191612,40883541,147242121,7116229,32785536
191719,166618214,51535807,33144806,37819227
191986,51185262,32158896,42022907,5675338
192022,35769097,,4515350,
193122,,53221252,,16747124
193283,64776812,111745916,13638836,66862085
193326,120300316,443296657,65539069,-253681995
193478,463582461,65963272,-256916203,-8461771
193946,68887619,3235757,-1133611,4108736
194028,4732362,117030609,4560411,21234679
194222,136097004,128499095,17641092,1791575
194240,135630660,,-3368546,
194259,,81529270,,-6822113
195058,88961151,40790590,-13770860,-1222110
195322,44468218,1387421940,-1097361,-683204289
195827,1822578723,21825296,-804161122,912350
195988,24549861,93879598,-3935142,17006139
196006,100402845,93049314,15613965,6319014
196015,108405723,83683672,10551308,15310175
196024,93125982,80710321,17801853,15222387
196033,97465137,175997410,14730023,-8174778
196042,184079472,97955967,-7255909,17334962
196051,110245874,535756225,15745408,98801483
196060,679135521,606314233,82911954,141586512
196079,710520150,1099144049,158529676,-57724356
196088,1256681215,1769595819,-61029404,351554174
196097,1875701107,108104663,297628501,-3084422
196103,116818202,126566734,-6445935,-44828114
196112,154601474,217932216,-43272037,-662891
196121,273843442,250307648,8966202,12123373
196130,316387947,200451745,-4642007,19512349
196149,221928006,173007275,14917584,33230853
196158,187871110,184666721,40906801,30007118
196167,199192703,257152015,22703337,1055643
196176,278115245,182566183,-8662482,26747139
196185,211272779,258972108,15228602,33218757
196194,283949633,134387593,28125677,-5173693
196200,158183877,161888341,-13495204,40794375
196219,180300615,57765634,33921373,68750350
196228,63894169,157991056,63078062,598202
196237,185181383,161139304,3307895,7922976
196246,184392961,804508694,7737028,-75987701
196255,1279558276,83253862,-319186252,-6918307
196264,92287912,96022015,-25866685,8408767
196291,108495855,840130878,11432731,-32070857
196307,926091758,42736077,-104420645,15403526
196565,45346088,37866843,13425159,-12116710
196699,37631769,,-12283554,
197027,,,,
197036,,178670798,,31821210
197294,186590913,1463642,22723378,41282162
197814,1427797,1485393,42048481,22497073
197850,1423476,240866324,22953746,364325076
197869,291802392,5035658,381048555,74055878
197887,5799396,968105,72896992,17008527
197966,1060746,823938,17479256,9294396
198011,724198,1360693,8944434,30941744
198039,1403570,846745,31892853,45341670
198084,951573,2483429,44726879,40296639
198118,6855196,4681224,42272831,117855247
198154,10528375,1447753,139790663,26001842
198206,1416020,3689173,25920957,47371437
198233,4263468,4150558,50256600,40420145
198251,3580569,22679699,42561113,287293320
198260,23854589,2403714,294277351,23274392
198321,2363856,2253850,23725439,34768258
198330,1533672,2136604,36963634,38030198
198367,2336654,3448252,37507733,36184590
198376,3146744,2784159,36807777,44797882
198455,4133498,292414853,41400258,801748653
198464,266051644,2350092,861499252,19949705
198491,1596222,28957049,20764822,119840256
198507,43410898,4572180,135144389,91385718
198534,5289681,14157620,93974319,121275634
198543,12114214,5508499,124248719,69932962
198552,6864929,4144954,99369195,68045536
198570,3730081,5154422,72642907,176743441
198622,6036613,1094074,196335062,15945842
198640,915434,1372527,16210152,33623405
198668,1405538,1693753,38646632,35151792
198710,1674174,1163868,36448104,10764518
198729,1110861,4949248,10781316,51881645
198774,3947896,2008420,56100821,34632747
198817,1919859,465567,35388194,9831881
198905,501584,946110,9834540,15111665
198914,937576,1508777,15073654,9643345
198923,1468590,1852929,9849021,39590609
198987,1854765,533196,46308380,8271752
199023,539365,2277364,8325785,21294661
199087,2142252,39642819,19614257,358793914
199102,40270251,30651408,371096597,164542040
199111,57816127,2791887593,182204568,3711597694
199120,2937005852,249074908,4102958532,730472395
199139,307345534,193338972,806000843,581980413
199148,249773731,112378405,640757122,220037068
199157,129840905,14212117,227393564,138485432
199175,15041727,13715026,138091121,106903298
199184,13218077,680405650,110675074,1514253038
199193,775341096,262754668,1629801833,351039403
199218,288832224,367249,370983978,8824375
199263,359158,41634935,8664749,112694195
199281,41120806,1879015,122444577,14668247
199324,1871638,3178073,14600104,52224282
199333,7405066,1764222,63753785,25347823
199421,1394235,1565564,27280228,19847961
199449,1479004,747396,23041839,8458585
199467,495239,1751286,8024035,25671923
199476,1616309,818531,26027149,20380407
199485,808535,27070298,21150417,50920214
199494,25922797,1312918,52579751,15956483
199625,1213445,10947109,16267509,54752730
199634,5941293,2256035,59709639,17533904
199722,2397796,2014032,17598428,27679858
199731,2259317,2021291,30772603,12494464
199740,2010922,1780016,11797661,28718508
199768,1275318,1462944,29401065,33140095
199786,2121067,589061,34361920,8546818
199795,555484,2465556,8828155,33899997
199838,2091781,8206962,34609492,155199520
199856,12606370,1541011,185653017,33903506
199892,1556864,1492846,33620851,18162081
199908,1761436,3232328,19041478,31901874
199926,3049000,827085,33268389,14426845
199953,768490,79881961,14432443,121411044
199999,78128731,110460998,120888718,311589894
200004,130601203,11239160,342084333,31785203
200022,12050765,3040748,34877681,46942337
200059,3132552,1976545,47800611,8631825
200086,2294763,2868124,4649987,6595987
200192,2796237,398219,6662186,12637307
200208,740619,15127649,15642983,11493176
200226,14688697,23991644,15906634,74676380
200253,22462890,149385150,75839993,351910110
200280,146439630,4191985,379182055,31026431
200305,4582890,769531,31660462,5947167
200314,710140,181335589,7107264,227903766
200332,184594917,2000636,260256417,15867678
200341,10715719,2251061,19567890,21977462
200466,1629895,5396977,23719780,10592865
200572,9490491,537327189,10966037,463598042
200800,529133677,,496596844,
200828,,,,
201034,,,,
201098,,,,
201131,,,,
201159,,1071799,,18383783
201283,1210856,202867522,19156173,388259563
201441,188777604,,459535376,
201478,,,,
201496,,,,
201539,,8520723,,43077634
201672,7383374,19023972,46624805,77255079
201690,16606061,,82391538,
201803,,1411498214,,1684249570
201885,1447091629,61284485,1933469618,62562971
201928,60949559,,65690939,
201946,,,,
201955,,14195070,,34912648
201973,22089404,274208820,40825973,337059117
202134,273752943,,346737213,
202152,,42082780,,283632615
202222,57182011,317379581,287981339,281398214
202356,313035839,9838478,309258619,16886609
202648,9405225,,19236905,
202657,,,,
202949,,,,
202985,,,,
203030,,14941003,,47762935
203155,12918605,2316370,48005366,14462784
203331,2277397,,14970937,
203447,,,,
203456,,,,
203465,,,,
203474,,,,
203483,,,,
203492,,408766000,,588301000
203517,436088000,,680327000,
203526,,33943047,,39111274
203599,43259600,,41646354,
203614,,7887729,,35985980
203678,8372989,25656253,40001515,139399461
203748,26219213,2893427,144287142,7140066
203881,2246029,,10288439,
203942,,,,
204006,,,,
204015,,299868012,,776158027
204024,414522673,,861678467,
204158,,3537353,,23756668
204255,4521130,4938328,24965283,20703774
204422,5003880,4921105,21535956,23837612
204440,5238803,,25084675,
204459,,8380038,,79100865
204477,25816447,451070,93200141,27709146
204662,457010,1294922,26495179,11479351
204671,1377890,1465101,11172328,34187397
204680,1523823,1613090,34844977,39284801
204699,1498700,2282819,41357586,42268330
204705,2528717,2353001121,45107061,4565701687
204796,3035323442,,5091724819,
204802,,,,
204820,,,,
204839,,,,
204848,,289006480,,629630303
204857,279254002,,737024823,
204866,,47413227,,107453141
204945,42254913,,106196602,
204981,,27196975,,88543289
205443,26118368,32669869,91600359,281073164
205470,34799343,8701689,293256843,81447224
205841,33490758,7667145,89284369,22776622
205966,7650196,3399162,24506192,28769541
206011,2901335,479522045,32882100,565343927
206084,451482587,,632766287,
206172,,,,
206181,,,,
206321,,3807359,,18960531
206446,3701582,125015456,19697512,371506140
206604,119715779,,411534146,
206613,,100859380,,203356967
206695,136199213,,193503218,
206905,,36219153,,64035473
206914,36496283,9099882,64320782,19936647
206923,16211039,95108355,22108009,100015488
206941,96259061,9311030,107632669,17280343
206996,9703087,31942025,18920715,54002622
207041,31538656,15048264,58870219,11372811
207050,14955112,21515500,13325619,7550790
207069,21294072,34812503,7900760,87003252
207209,36533484,13720877,94346332,18021379
207236,10422872,72165999,26306536,159630696
207263,71633185,17725277,162220514,22379757
207281,18255929,9678421,24517724,27291771
207290,15718578,10274579,28744342,23602745
207306,11129325,37263113,24123200,57221260
207315,37971980,287879000,59939524,742050000
207342,306632000,15076994,829790000,14303437
207351,14590822,663483786,13633961,804236935
207388,672375292,12287338,846867538,37777583
207397,12427482,38903629,41238767,64344559
207449,52651287,976763000,67600167,738132000
207500,1089788000,17470768,773258000,35046980
207564,18535393,35177494,39589639,32559111
207661,57286404,19407673,36131584,39972680
207670,17435088,10583034,45505746,14115564
207722,8492965,22951742,14667484,2721116
207740,23075009,39090860,4671963,23686586
207847,38365764,25177015,25569009,54301695
207865,39325579,55742248,55627644,104529578
207935,54989400,,108733896,
208026,,5486738,,17738721
208035,5665079,,19222102,
208053,,17866266,,25551222
208275,16968237,67906882,31921955,61562315
208318,69609955,149860857,68170611,157087757
208390,176379758,97694582,171219716,36871576
208406,94496049,34795428,37170547,21716798
208415,34281148,55237874,22904863,20382530
208646,65345323,114111332,21395223,113721925
209038,139630981,55239432,120564626,43005395
209074,53318509,85111000,44319559,35415000
209250,91387000,488987098,32062000,39297514
209445,453414831,1063141000,32615708,1695674000
209490,1086149000,62228862,1870088000,32306939
209506,63142843,544759794,31364342,502896344
209542,616052073,735207397,531067708,533659014
209551,817358522,460658649,625100034,254832190
209746,443002405,393221394,280338515,208588926
209807,446983695,46787135,231283632,24071612
209940,45352606,67437447,26537791,38999642
210146,69106360,45179788,41898798,16704640
210155,44226517,20644651,17992002,8315216
210234,20962213,15246106,13441817,20304928
210270,19997567,100355119,20795799,37662866
210429,110714349,71931546,39687326,85693572
210605,64046648,36966250,91234813,7026255
211079,34525214,162983351,7366932,56546651
211158,166886221,65205172,65116734,53702258
211307,67082898,34583876,59620446,23763189
211343,34168370,155921748,25089661,6164199
211361,177700789,50409182,1821526,-5309780
211608,49118122,84414385,-5523092,15390905
211644,91856040,86294739,14852323,64979720
211927,85196142,129256952,73701899,35752232
212115,132644288,118871825,36514383,12609659
212160,126017743,114148171,13655263,114755035
212878,109859845,193435956,120752324,19608416
213020,232036684,247080146,22993764,97258458
213349,243045694,35389752,105849815,37653075
213525,31751964,71884767,43428618,45031953
213613,73079944,21378802,46752273,49721974
213659,24475381,66735699,61796714,10696961
213783,67844816,132615589,12486992,68159513
214041,157158801,82484414,72989653,76596228
214111,78942862,38053756,88680167,58946985
214379,107253721,38886122,66861050,40946302
214661,40303833,152722848,40113367,84377130
215239,145292970,28978405,85903139,42822082
215585,26799737,,43419319,
215886,,122398213,,67068716
216010,137416056,121040532,72373301,55938311
216038,147937351,3928760,60479596,3093906
216296,4923013,197245676,2945627,122901794
216764,212106194,28553379,141353151,23539589
216825,26112341,68108141,26776935,66639199
217420,63246829,20998993,77248365,52833542
217475,21019493,347628597,62851197,339169676
217484,336631010,3664034,382470531,30368748
217615,3310498,5454880,30531194,24559406
217712,6158368,236560472,25120159,226799252
217819,229283550,1252660,243961736,11108678
217837,1144740,67066377,12180525,110158876
217864,61776551,228940322,115816224,852177648
217882,291552665,1597205,969866616,9238038
217989,2068316,26213657,8395055,37850855
218025,25997243,18877152,41193138,74778772
218061,19934787,58996485,75280226,82543983
218113,56600012,7095371,85322457,69325798
218140,7197999,20545570,79554668,54825126
218229,23202788,318094651,55876685,518438681
218335,327937691,31563446,582198246,100980538
218353,45467340,2588051,116598277,26193441
218487,2117951,4733031,27011074,38310268
218520,4450112,45448787,40562099,48723191
218645,44991510,1593028,50634089,42571509
218654,4070545,469429193,42681494,893026940
218663,501625714,873970,987118043,15003250
218672,885434,468010,13785243,5215095
218681,607369,794308,5423533,11109390
218690,715447,230297,10366533,4063266
218706,308214,111073344,4033912,138823281
218724,113873742,95938750,168294768,64309712
218733,93996413,51570629,68227015,43663000
218742,50014004,14617104,47627361,39750716
218830,13655405,10515851,43723540,35583679
218858,8504905,12591147,36679060,52150196
218885,11947461,23757044,55727772,104914529
218894,22950797,1234387,114507441,4879217
218955,1043448,94804897,5867745,84120340
218964,94778300,5750709,78401353,44147736
218991,5857966,25178668,47414951,45566631
219046,23370648,14226010,68492737,15697604
219082,14033620,2507408,20080719,24411776
219143,1882043,1300109,29894077,14366831
219189,2794113,15473483,17357195,26924331
219259,15817513,7726018,30969226,52554184
219277,7764541,35619904,57856010,51387237
219347,31362318,109461023,59436111,229771950
219356,104964747,906317,262838927,11752612
219408,1223020,1958978,11539985,24654652
219426,2137416,120989512,27570965,173524476
219471,115587176,1246772,200145900,14896589
219480,1391890,,4730852,
219596,,60750819,,142802837
219602,78587987,11295019,158178407,48733248
219824,13308062,5036267,64749223,11806162
219879,5019320,6161017,14287017,30612336
219888,8048894,,34057789,
219921,,,,
219994,,3193148,,30128256
220057,3381986,178472986,30964876,202233449
220075,187785372,,224593479,
220127,,,,
220251,,,,
220279,,,,
220321,,,,
220394,,11151660,,18387970
220400,13344549,,23212989,
220640,,,,
220756,,,,
220853,,173365235,,357710101
220862,181350948,224720216,404064841,241841710
220978,249369618,,297431341,
221050,,6646325,,39646076
221096,7252193,,45711035,
221102,,12401943,,68666042
221184,12852734,,80783707,
221236,,,,
221281,,,,
221333,,,,
221388,,9765689,,46595057
221397,12443911,,51220650,
221430,,17577181,,124913537
221485,20840048,,134895038,
221494,,,,
221582,,,,
221591,,,,
221607,,,,
221616,,,,
221625,,,,
221634,,12624177,,69068015
221643,13520544,72820259,72388870,171006934
221740,74408306,830132644,185618874,2003844020
221759,870771089,93820345,2260135105,90552964
221768,90443332,69279412,116182644,181027115
221838,73359676,58188822,193481479,116125064
221847,64963840,7522580,137592900,53499678
221908,7477702,12040132,57850232,51701240
222053,13235031,11214044,57311357,63128029
222062,12331622,670106181,65775509,277330848
222497,694260024,23596125,274082255,20799348
222567,23101185,78749794,20324608,99197660
222576,72220495,30549938,100738237,32531088
222822,30104900,98651402,34499208,186213877
222831,119739406,366433123,191618855,97204483
222992,438811103,66152025,92002807,402862147
223214,47576872,10636425,417177918,13191207
223320,12208255,73067140,14096832,81401799
223427,77556909,45701157,82823728,35942913
223506,72495866,70848908,33373956,40255097
223524,69294075,59437645,38534889,36143822
223773,56518676,30410999,37665181,171757833
223816,34480515,17878134,184244512,11162186
223898,18416407,8450259,12088700,14858349
223922,7302767,13517401,16568221,37101560
224110,13679941,54789988,38186862,192751068
224147,42348705,60193960,253993647,173649066
224253,63004997,145368694,166478861,76830100
224350,143653700,7214654,84425605,45506808
224545,6276594,59464278,122372435,157198399
224554,50717118,74708450,175910756,36487243
224572,75047034,83835866,35413218,27428898
224615,83172955,126396582,24538968,111512628
224642,128592058,6150892,117150407,13257759
224891,4945180,5501164,13482506,23450003
224961,5421460,66073202,25245508,36535516
225070,60166814,5607063,38769167,41582275
225308,6571480,9392047,41152798,24397620
225371,9974917,63058618,26573145,75876790
225414,70078000,715109661,87192298,267544695
225423,727258177,90026998,282424690,95492696
225432,88910116,61134421,102750681,25730351
225502,57485069,778157266,24438909,832798682
225511,767556357,29682149,933064555,33143569
225520,28001928,12036721,35601284,62872234
226019,11839688,65187221,67347213,227847857
226091,71252668,5105706,222703741,38013106
226107,5200017,5329578,38981691,25478183
226116,6023123,119134486,25521163,36410728
226134,122861912,20751340,39550085,179823210
226152,16420705,43631575,191883523,37909438
226204,45694011,10714249,40606034,24679213
226408,11862990,120320046,24958287,42528067
226578,120304315,60125772,46701603,75868607
226806,57158562,125036888,81660892,89138120
226833,120043333,62325277,88898440,27223741
226930,61252630,49686330,30255210,36436051
227146,49262882,712814688,40163998,223686560
227182,705962862,76019585,246086800,63511224
227191,73774838,513038715,65713106,513293260
227216,582260495,23300305,537044019,11039414
227225,30976259,29720791,13522043,30390244
227304,98113754,71917808,33075410,291974085
227368,79634620,159544630,311777954,229398573
227377,164591917,11679421,253375812,18383028
227386,11427883,22786090,21235995,29145106
227401,23150102,72546469,33805994,383244765
227526,61558729,1941419,415952174,3203527
227687,2818274,94762608,3780205,55553758
227766,91498900,,58318596,
227854,,88339236,,428287313
227881,105277091,,457682954,
227924,,308421330,,198304118
227979,375653532,9591522,204181920,48195377
228158,10978824,16674530,52302758,16093189
228316,18144847,286063315,17167478,131921291
228431,294100166,190179562,133645333,914178843
228459,205118072,12302634,1009779860,82382308
228501,9640417,53287268,82721212,177670185
228529,43856689,99349951,253199860,870543286
228547,84302928,40865601,923886954,22094635
228608,53535865,275472320,26078531,3069081200
228635,310027545,152971641,3699341979,1210414394
228644,160238678,313437585,1290614831,1445950573
228653,371702098,1183747,1576696702,14659067
228671,983487,45532190,14657149,38528735
228680,48497307,4405903,42901892,33685645
228699,7138123,52430961,25850490,155174425
228705,47354705,16597914,170569655,106052858
228714,16807698,715080890,107967382,2318675406
228723,563348309,5364695985,2874503673,-590337177
228732,5928302259,125629734,-1127639151,801267113
228769,144148622,689585006,911144679,6258671820
228778,742687712,105400594,6806136030,904147506
228787,131367875,99249694,1000412033,733800737
228796,115617688,24478883,784262557,267345229
228802,24465439,113133335,273078360,163038258
228909,122746906,30617875,177423906,227431168
229018,16464113,162225366,241548517,924341797
229027,170415083,181797302,980954145,146873857
229063,217366585,15606505651,139954869,16883858129
229090,17711952401,564215622,19347496764,910244754
229115,547926517,151729088,1040449951,328733933
229179,148833545,174223290,355730744,1211392648
229300,177890906,23922361,1274371043,28603586
229319,24106405,14582221,31197389,14514037
229328,13464555,245241161,16164327,655010941
229337,240982530,102474919,707610072,72816748
229355,90998801,746647008,82858041,152844430
229407,734867731,13158027,168549039,15509338
229504,19186997,24164980,16911626,37900255
229540,23453139,13883842,37186687,45727366
229799,17624874,72676260,51739507,163970586
229814,67482165,15595723,206804088,13560286
229832,14309118,16079559,14699633,43610058
229841,16098177,,46378659,
230010,,5397150,,64302148
230092,3818559,1564206,66558891,35120776
230162,1701785,10776804,34882400,112269800
230171,16263184,,115315341,
230490,,4935871,,110540522
230597,24354946,34175214,110378607,147135304
230603,36369716,1017985,165743603,32975000
230676,819944,221882507,32209991,720347202
230728,218907772,48663013,771543069,264340312
230737,48002416,36030433,280189525,256570464
230746,36053738,850175000,259643507,3131472000
230764,1003855000,49711361,3401900000,329928265
230782,65808079,,360371854,
230834,,,,
230861,,,,
230913,,,,
230931,,180102242,,71232579
231156,208183808,,77032605,
231165,,643435000,,466028000
231174,658082000,3895993,511607000,25936183
231536,13844908,249586164,28851879,429821460
231624,257288821,,474539805,
231688,,4205495,,15848673
231697,3874969,163709179,17857275,198758383
231712,199916158,1045772,235558477,7540054
231873,1531491,3738059,9619890,26405891
231882,3901067,811826,26356374,8813659
232052,864412,705864973,8807158,509355641
232186,767942949,4926309,530732684,27800524
232195,5863428,15990810,33331085,64487476
232414,18723914,308987466,69305781,562331954
232423,309769317,5667897,610351402,58484829
232450,6013989,94022642,58844511,167421096
232566,76815020,4987177,187928918,34565341
232575,4855156,61080682,36168645,134081994
232681,104123336,2020239,150467186,20905289
232788,1857374,3387597,22317122,15774225
232867,3877429,73288856,17309429,126244135
232937,72607200,64024262,154512714,242170010
232946,77152202,351889338,268822551,323302103
232982,334709222,3279351,355952145,18445526
233019,2718607,1917286,17375183,10312435
233037,2014738,4733607,10120057,27126388
233116,4203837,48411593,27817134,208082132
233277,33258104,3266676,229839450,9253980
233310,4497787,3649367,16531039,26448838
233338,3262829,4233492,29085597,12046859
233639,4838293,3170113,12251437,28252747
233648,3238210,12826732,28973252,59054053
233754,11178557,85038812,66454022,187972465
233772,112823967,51359873,231107403,131046821
233897,50463193,1953223,163092237,8139379
233903,2130079,605351706,8773173,1048659342
233921,667399376,5889537,1176901586,25214671
233949,6976596,557927359,32559199,672535338
234030,594583358,1490896523,757881606,5226714331
234076,1704077039,27899500,6103990560,227760130
234085,26893436,90245783,239355809,130776266
234155,82671766,,159836044,
234225,,,,
234359,,3914846,,18406589
234377,4297409,28207325,17981895,176798841
234669,28998495,30638700,190147045,41491546
234696,32785677,6981525,42150427,35684001
234711,6337988,135826047,37004983,338340589
234827,165938069,3622065,354687218,61619486
234845,5457584,13776596,61607625,118781598
234933,18639814,20626220,118985098,65442331
234951,22957023,14644717,65243445,83133284
234979,14733212,63551233,89678601,297722781
235097,63682721,24792679,309309275,98039380
235103,26570140,31686100,101233094,121280924
235149,35693834,33449730,119827226,190136969
235167,33775176,12550579,193476109,90626032
235237,11510447,3465042,91590557,49393098
235334,2582459,53953567,48837606,101126485
235343,49551004,19866983,93483047,64158423
235431,18516534,8980236,67628177,34449375
235671,8686209,3578355,35037104,56459387
235699,5131258,4986082,71056897,57823713
235750,5960477,32990399,62373901,32549311
236072,31466765,9642265,19316573,110359730
236188,10422551,3725525,113858285,55794391
236258,4318187,4663014,77307016,47524934
236382,3517196,4396558,49377621,59345560
236504,5121119,17587748,59289206,89700111
236513,18308936,21661596,78663046,49224052
236610,21065435,10968085,49728920,74858373
236638,10169994,10700112,79902306,118586518
